Plot,FT,Direction,PME,TotalRootBiomass,PercentNecro,SRL,SRA,D,RTD,Tips,rN,rC,rC_percent,rN_percent,rAl,rCa,rFe,rK,rMg,rP,BA,BA_ECM,rC_N,rN_P,rC_P
W42,Mature secondary,NW,41.8181818181818,3.745,0.137783711615487,17.0512,251.532,0.49195,0.288609372460304,1.76624641711067,12.5,471.4,47.14,1.25,4.6044,4.5912,2.442,3.366,1.8528,0.336,28.5052802,0,43.9606994171523,82.2969812925168,3617.83285753934
W42,Mature secondary,NE,31.1929046563193,2.8631,0.151933219237889,15.0616966666667,238.11025,0.5287,0.28227283586844,1.77192114752812,16,447.8,44.78,1.6,7.1976,4.626,3.5424,2.0808,1.8624,0.3876,28.5052802,0,32.6248959200667,91.3165266106439,2979.19217645426
W42,Mature secondary,SW,37.0288248337029,2.35,0.114042553191489,19.7889839572193,293.759759358289,0.49515,0.240771734077173,1.10894414966318,16,444.3,44.43,1.6,6.2544,5.4852,3.0192,2.9544,1.404,0.3492,28.5052802,0,32.369900083264,101.358206512846,3280.95501743966
W42,Mature secondary,SE,47.6284584980237,4.434,0.0850248082995038,18.4736086956522,245.839130434783,0.44345,0.272430913375193,2.12048115314731,13.8,406.7,40.67,1.38,9.0312,3.6252,3.5316,3.126,1.7256,0.4656,28.5052802,0,34.354221723443,65.5660898379972,2252.47198783374
W54,Mature secondary,C,15.6373466417135,4.558,0.152040368582712,39.6473260869565,342.782194616977,0.30275,0.256101101067313,2.71669093057031,18.1,454.6,45.46,1.81,4.7592,5.508,4.452,1.6488,1.1196,0.39,30.211734425,0,29.2776277595559,102.666117216117,3005.82036337241
W54,Mature secondary,NW,20.5806242924147,2.462,0.112916328188465,38.6270340740741,338.095185185185,0.30855,0.321922206592869,2.09167293788293,21.8,449.7,44.97,2.18,5.52588235294118,4.81176470588235,2.69176470588235,1.33882352941176,0.99764705882353,0.36,30.211734425,0,24.0464750322743,133.95753968254,3221.20663336108
W54,Mature secondary,NE,24.235807860262,3.218,0.268178993163456,26.2924829721362,327.183126934985,0.4233,0.221150847360118,2.14775324255639,16.9,447.9,44.79,1.69,7.90421052631579,6.35684210526316,3.12947368421053,3.26684210526316,2.59421052631579,0.595263157894737,30.211734425,0,30.8943730323349,62.8045155993434,1940.30613304121
W54,Mature secondary,SW,16.4379288833437,5.212,0.243476592478895,40.5757733516484,332.803021978022,0.30035,0.323139337991972,2.48695510141601,14.6,418.2,41.82,1.46,4.5204,4.878,2.2608,2.9256,1.1568,0.4272,30.211734425,0,33.3899832331506,75.602260567148,2524.35821272535
W54,Mature secondary,SE,42.6933873986276,3.571,0.458975077009241,26.0944988095238,272.55119047619,0.35595,0.365394120573226,2.21698861920874,15.1,461.6,46.16,1.51,4.3692,5.904,2.1612,1.9932,1.3212,0.462,30.211734425,0,35.6347635248771,72.3016388373532,2576.45180243015
W55,Old-growth,C,35.5731225296443,2.267,0.160564622849581,24.1078971861472,305.643181818182,0.42565,0.255008197471098,2.59622316806221,14,468,46.8,1.4,10.536393442623,2.92524590163934,3.65508196721311,2.07934426229508,1.88065573770492,0.377704918032787,24.80509275,4.44880935,38.9675270607827,81.9952256944445,3195.15117610325
W55,Old-growth,NW,14.3032873806999,2.891,0.264614320304393,19.4625442857143,248.161785714286,0.42505,0.312260432449429,1.95702589647196,8.7,465.1,46.51,0.87,15.72,4.1856,3.1416,3.0096,1.2564,0.3444,24.80509275,4.44880935,62.317800300516,55.8816575410653,3482.42197510593
W55,Old-growth,NE,24.9668610816543,3.381,0.0653652765454008,15.0514632352941,205.298713235294,0.45435,0.36988430539365,1.8492403763536,12.7,440.5,44.05,1.27,7.7976,3.7128,3.5028,2.8896,1.4184,0.2844,24.80509275,4.44880935,40.4321857769444,98.7841571227647,3994.05939260649
W55,Old-growth,SW,14.7998409331919,5.23,0.102868068833652,13.3658392857143,174.191919642857,0.4349,0.39136167193095,2.15357349574323,13.7,469.4,46.94,1.37,8.076,2.3532,3.0624,2.5992,1.2612,0.33,24.80509275,4.44880935,39.9399527158025,91.8374458874458,3667.98324628466
W55,Old-growth,SE,70.0600919052669,6.022,0.25971438060445,15.4069942528736,186.935517241379,0.41995,0.34276205199522,2.8075022001317,9.3,453,45.3,0.93,4.1616,2.91,2.3196,3.4704,2.1456,0.42,24.80509275,4.44880935,56.7806397894229,48.9831632653062,2781.29534911384
W57,Mature secondary,C,27.2222222222222,3.179,0.21767851525637,17.7285504469987,234.879182630907,0.44665,0.311894409937888,2.20887115090829,14.5,382.3,38.23,1.45,17.7303370786517,5.32314606741573,5.48224719101124,0.57438202247191,2.13842696629214,0.471910112359551,17.5603052,0.777563825,30.7341583163454,67.970722789116,2089.02295507712
W57,Mature secondary,NW,73.3032258064516,4.419,0.0970807875084861,14.1517146401985,205.624069478908,0.48635,0.315900346239523,1.74375035296514,9.2,426,42.6,0.92,7.80356435643564,5.2609900990099,2.27168316831683,0.742574257425742,2.38930693069307,0.431287128712871,17.5603052,0.777563825,53.9767584983529,47.188318247409,2547.07245798381
W57,Mature secondary,NE,43.2521739130435,3.17,0.0312302839116719,31.8093097826087,326.845289855072,0.356,0.265611581401055,1.93433796176961,18.5,439.2,43.92,1.85,7.95564356435643,3.4990099009901,2.03762376237624,0.408712871287129,2.82653465346535,0.343366336633663,17.5603052,0.777563825,27.6742354344353,119.186531965727,3298.39614623338
W57,Mature secondary,SW,25.4153846153846,6.053,0.0261027589624979,16.9752884615385,227.253846153846,0.45125,0.306487555972092,3.36531889424671,15.9,378.4,37.84,1.59,10.938,4.5972,2.4156,0.2028,3.9132,0.4236,17.5603052,0.777563825,27.7420807607914,83.0336908134359,2303.52735641293
W57,Mature secondary,SE,38.1703703703704,5.086,0.17558002359418,18.9291103988604,237.512179487179,0.42275,0.306226857664955,2.06403379771211,12,441.1,44.11,1.2,15.790099009901,2.68633663366337,3.85782178217822,0.259009900990099,0.71049504950495,0.43009900990099,17.5603052,0.777563825,42.8490147099639,61.7200078926598,2644.64152609167
W04,Old-growth,C,37.0367720703963,2.969,0.0740990232401482,18.9704640804598,228.401245210728,0.4045,0.370045651634099,2.31354516321565,23.3,433.2,43.32,2.33,10.7501976284585,2.75691699604743,5.8802371541502,2.21620553359684,1.42766798418972,0.342687747035573,29.3716333,0,21.6729263525032,150.407853847421,3259.77833927322
W04,Old-growth,NW,20.3139094353238,1.68,0.0238095238095238,20.2011364317841,270.958245877061,0.4479,0.291036279294966,2.07311745146362,26.3,417.9,41.79,2.63,14.0568070519099,6.52654260528893,5.42997061704212,2.39059745347698,2.08971596474045,0.431341821743389,29.3716333,0,18.5225873242513,134.879935610484,2498.32538563458
W04,Old-growth,NE,17.045643153527,3.845,0.417685305591677,23.76468,295.586,0.4149,0.286856642653513,2.14349271306602,25,405.1,40.51,2.5,8.01135029354207,3.51545988258317,5.72407045009785,2.80626223091977,1.31506849315069,0.46027397260274,29.3716333,0,18.8889258950874,120.153592687075,2269.57230829468
W04,Old-growth,SW,32.1010939268201,2.658,0.081640331075997,16.4389345063539,212.637976539589,0.4571,0.348379588605725,2.30482589130875,19.8,434.9,43.49,1.98,2.66164519326065,2.23468780971259,1.47710604558969,2.80911793855302,1.45213082259663,0.312784935579782,29.3716333,0,25.6040841386387,140.033689570885,3585.43437001696
W04,Old-growth,SE,33.2830378473532,4.019,0.141826324956457,18.284275974026,203.563852813853,0.3814,0.420701066307146,2.3766063969716,23.6,468,46.8,2.36,9.68520710059172,2.43905325443787,4.28284023668639,2.00118343195266,1.82721893491124,0.31834319526627203,29.3716333,0,23.1163296123287,163.994620286777,3790.95369719783
W05,Old-growth,C,30.4562453253553,2.88,0.213541666666667,15.6370960591133,246.08973727422,0.5284,0.2579867428679,2.09031213498184,32.1,447.8,44.78,3.21,6.46126482213439,2.69169960474308,2.71778656126482,2.14387351778656,2.57312252964427,0.422134387351779,19.61863745,0,16.2616303651423,168.216065409309,2735.46747716478
W05,Old-growth,NW,47.5766641735228,2.925,0.158974358974359,29.4532080745342,343.559420289855,0.39355,0.230366492146597,2.16356792807795,31.6,451,45.1,3.16,9.32770137524558,4.07740667976424,2.95284872298625,3.32416502946955,1.4475442043222,0.440864440078585,19.61863745,0,16.6369797320798,158.560564043799,2637.96889030383
W05,Old-growth,NE,12.3642015706806,5.883,0.415604283528812,24.056859375,247.70625,0.3611,0.36199141345311,3.05242156257922,29.1,469.8,46.98,2.91,8.45427728613569,3.16578171091445,2.12743362831858,2.0141592920354,0.976991150442478,0.369321533923304,19.61863745,0,18.8193687391091,174.301661912368,3280.24724736839
W05,Old-growth,SW,18.4985644316838,1.898,0,24.224961827957,248.806344086022,0.35605,0.35267619149163,2.42875520841976,26.6,486.9,48.69,2.66,3.22419512195122,2.56507317073171,1.34751219512195,2.0019512195122,1.2409756097561,0.24,19.61863745,0,21.3374819229589,245.179166666667,5231.50603663614
W05,Old-growth,SE,16.7958115183246,4.929,0.42665855143031,17.4241814814815,242.637222222222,0.46345,0.317003772353543,1.29168523863849,26.2,499.7,49.97,2.62,2.40834990059642,4.93956262425447,0.806361829025845,3.5427435387674,2.0934393638171,0.437773359840954,19.61863745,0,22.2327449771501,132.393032957052,2943.46053848556
W06,Old-growth,C,NA,4.781,0.219201003974064,13.2579343434343,189.621590909091,0.4785,0.394699572503868,1.66875558209174,27.9,452.2,45.22,2.79,5.32477432296891,4.9420260782347,2.97291875626881,2.77191574724173,1.71875626880642,0.404413239719158,60.41801035,41.424785475,18.8934549762892,152.613168048469,2883.39001931261
W06,Old-growth,NW,18.6484848484848,3.277,0.276167226121453,12.5176242424242,175.737727272727,0.4882,0.353324404836408,1.98563531139429,25.2,447.2,44.72,2.52,6.05652600588813,4.36074582924436,3.05829244357213,2.58253189401374,1.56270853778214,0.402747791952895,60.41801035,41.424785475,20.6864649828846,138.414166666666,2863.29981188515
W06,Old-growth,NE,80.4814814814815,2.221,0.143178748311571,14.3191851851852,209.374074074074,0.4894,0.296773142112125,2.05724389204022,27.2,441.3,44.13,2.72,8.63693516699411,3.81807465618861,3.97838899803536,3.11316306483301,0.900589390962672,0.335952848722986,60.41801035,41.424785475,18.9125483665573,179.103365079364,3387.30105467665
W06,Old-growth,SW,64.35,2.171,0.34868724090281,13.3594640522876,178.380882352941,0.45705,0.403049848702023,1.68575811233974,28.3,454.8,45.48,2.83,9.64331707317073,3.64448780487805,4.05775609756098,2.29229268292683,1.65307317073171,0.39570731707317103,60.41801035,41.424785475,18.7335053533128,158.206937693717,2963.77051421646
W06,Old-growth,SE,109.751351351351,2.475,0.0476767676767677,8.87987297297297,145.310574324324,0.54725,0.424695814524856,1.69147040911565,22.4,454.8,45.48,2.24,8.63550295857988,5.52662721893491,2.97396449704142,2.04615384615385,1.40473372781065,0.276923076923077,60.41801035,41.424785475,23.6677768526228,178.937777777778,4235.05939494865
W07,Old-growth,C,61.0095579450418,6.872,0.522264260768335,18.2940906862745,223.387418300654,0.4108,0.386084258264709,2.2074552290876,32.6,467.6,46.76,3.26,5.93452380952381,3.09404761904762,3.86428571428571,2.15476190476191,1.09642857142857,0.323809523809524,28.730375325,14.319575675,16.720217814398,222.710735294117,3723.77200372238
W07,Old-growth,NW,30.6842619745846,1.547,0.110536522301228,17.7000227272727,287.095454545455,0.5423,0.24202449532846,1.43761017766233,12.7,456.8,45.68,1.27,8.95566502463054,3.54443349753695,3.9215763546798,1.4943842364532,1.15034482758621,0.368866995073892,28.730375325,14.319575675,41.9283143312332,76.1635349893165,3193.40863560994
W07,Old-growth,NE,29.7878523684975,4.223,0.171205304286053,24.4087473723724,243.969031531532,0.3464,0.42089263635434,2.53702014768044,10.9,496.1,49.61,1.09,7.78235294117647,4.64495798319328,3.14495798319328,2.41260504201681,1.72563025210084,0.34411764705882403,28.730375325,14.319575675,53.0551757327609,70.0700976800975,3717.5813460293
W07,Old-growth,SW,37.3620071684588,6.228,0.203275529865125,22.7545428571429,258.670952380952,0.38805,0.368989840160487,2.21071222171491,8.7,471.6,47.16,0.87,6.76927374301676,2.47206703910615,2.8072625698324,3.43072625698324,1.29385474860335,0.340223463687151,28.730375325,14.319575675,63.1887220419765,56.5676530612243,3574.43770585266
W07,Old-growth,SE,21.9758064516129,9.387,0.612016618728028,18.1933070101351,213.714695945946,0.3978,0.384770588103014,1.59751745108502,14.5,418.8,41.88,1.45,3.75074775672981,3.42771684945165,2.18584247258225,2.94436689930209,1.99920239282154,0.401994017946162,28.730375325,14.319575675,33.6684946452667,79.7924098285152,2686.49032304429
W11,Old-growth,C,96.7151009447082,6.101,0.232420914604163,6.34633333333333,184.135714285714,0.9544,0.209031242575434,2.16238894029748,12.5,456.2,45.62,1.25,4.8168,3.648,2.442,3.876,2.3472,0.2724,14.5675455,0,42.543213988343,101.511694986365,4318.63376212432
W11,Old-growth,NW,114.94535824848,4.505,0.0903440621531632,20.8014814814815,247.051851851852,0.4048,0.282919133968739,2.0828627609263,17.8,440.4,44.04,1.78,8.922,3.9108,4.3728,2.4744,2.2848,0.3156,14.5675455,0,28.8411342607752,124.7659786348,3598.39234098328
W11,Old-growth,NE,61.4635783820074,1.796,0.156458797327394,26.8319416666667,263.37,0.34495,0.372669998958659,3.01933413978349,12.9,434.1,43.41,1.29,8.25,3.69,4.0512,1.9992,1.5168,0.3792,14.5675455,0,39.2270007551847,75.2548598553347,2952.02244437653
W11,Old-growth,SW,166.646525679758,4.425,0.0666666666666667,30.013505,337.8925,0.39105,0.263106646991382,1.88310288386882,14.3,432.3,43.23,1.43,5.4285,5.9985,3.117,3.354,2.4765,0.4995,14.5675455,0,35.2398642157177,63.3306163306164,2231.76232018864
W11,Old-growth,SE,113.909365558912,3.85,0.425194805194805,30.3496358333333,339.932416666667,0.38485,0.288344407530454,2.58053743648735,17.2,464,46.4,1.72,6.7884,5.7252,3.5376,4.164,2.478,0.3828,14.5675455,0,31.4466626648335,99.3961785341094,3125.67809653571
W15,Old-growth,C,36.0877709392561,4.563,0.238658777120316,43.2451312233286,308.904551920341,0.26025,0.43292198506435,4.06155693333519,9.7,438.8,43.88,0.97,3.3432,8.172,1.728,1.4832,1.6788,0.318,41.4166566,0,52.7326883954093,67.4773135669361,3558.26015008457
W15,Old-growth,NW,62.9114262777629,13.793,0.0272602044515334,34.0712268847795,279.647226173542,0.3015,0.378875860596138,3.68141989606243,14.3,463.4,46.34,1.43,4.1244,4.416,2.2188,5.43,2.8044,0.3972,41.4166566,0,37.7750476001933,79.6415983311754,3008.46516791563
W15,Old-growth,NE,64.5792079207921,3.828,0.196185997910136,43.1666966911765,333.124632352941,0.27255,0.366796989952495,3.22247750207201,9.7,458.7,45.87,0.97,4.386,4.934,3.112,2.138,1.628,NA,41.4166566,0,55.1241662875439,NA,NA
W15,Old-growth,SW,56.5717821782178,3.805,0.00236530880420499,32.4056240808823,287.374264705882,0.31415,0.344929733308938,3.43100081053394,12.1,463.6,46.36,1.21,5.1108,6.6864,2.8524,2.9916,2.31,0.3216,41.4166566,0,44.6625057631038,83.2304992892681,3717.28265417295
W15,Old-growth,SE,200.850751741841,4.341,0.107578898871228,30.8097523148148,296.37193287037,0.33465,0.303233158424763,3.32337595573473,15.6,469.1,46.91,1.56,5.3976,4.0584,3.1704,4.1196,2.9484,0.4116,41.4166566,0,35.0530540788661,83.8421491045392,2938.92338664977
W16,Old-growth,C,17.1776315789474,3.721,0.0757860790110185,36.4724791666667,351.745993589744,0.33925,0.304331047585122,2.32512926630705,15,421.2,42.12,1.5,13.62,5.3376,3.0768,4.8264,1.026,0.4884,20.360622725,0,32.7327227310575,67.9405054405055,2223.87772679197
W16,Old-growth,NW,12.9320882852292,4.916,0.163547599674532,22.9800167264038,249.351612903226,0.37625,0.350250931938828,2.1925144308815,14.6,405.7,40.57,1.46,6.11411764705882,3.74470588235294,2.17411764705882,4.33176470588235,3.51882352941177,0.414117647058824,20.360622725,0,32.3919564746274,77.9906047077921,2526.26827312468
W16,Old-growth,NE,25.7586206896552,6.018,0.429877035559987,10.3696545338442,181.706449553001,0.5819,0.295958332776046,1.66535675055697,13.5,486.6,48.66,1.35,9.2544,2.8392,2.964,5.4948,3.4824,0.438,20.360622725,0,42.016837820335,68.1824853228963,2864.8124279995
W16,Old-growth,SW,45.4354066985646,6.634,0.0581851070244197,29.8615757575758,295.154545454545,0.3454,0.338700198426909,3.13367703382765,11.1,430,43,1.11,9.1332,5.724,3.474,2.034,0.9396,0.4428,20.360622725,0,45.1575638919519,55.4534456058847,2504.14251297662
W16,Old-growth,SE,31.1781376518219,4.498,0.0620275678079146,12.6582632211538,203.435697115385,0.54635,0.315767739240639,2.7824420880199,15.1,418.5,41.85,1.51,7.2072,3.1872,2.9364,4.6392,2.8584,0.4416,20.360622725,0,32.307514157628,75.6416601966877,2443.79400771097
W19,Old-growth,C,8.57452406748181,2.039,0.14271701814615,22.8329630952381,288.014166666667,0.42935,0.260449548142922,2.11419336003478,12.4,485.3,48.53,1.24,5.1825,3.786,2.7165,3.8025,1.683,0.657,27.050840625,0,45.6219279632565,41.7512502717983,1904.77253227587
W19,Old-growth,NW,29.1350668111231,4.878,0.174456744567446,33.3731691666667,322.207583333333,0.34205,0.27050723612649,3.8887463831993,16.8,443.5,44.35,1.68,3.4356,5.8644,2.994,2.9676,1.9668,0.4788,27.050840625,0,30.7729669719678,77.6190476190476,2388.56838877655
W19,Old-growth,NE,48.1256771397616,2.036,0.133104125736739,19.15145,292.0525,0.5104,0.232968345069945,2.55430874097502,17.4,412.7,41.27,1.74,13.8768,4.6848,8.5476,2.8344,1.5636,0.4572,27.050840625,0,27.6484155923704,84.1891638545179,2327.69699062388
W19,Old-growth,SW,66.3503567826054,6.679,0.159305285222339,20.7313620689655,209.15,0.34795,0.360764047377745,2.4873558779245,19.6,442.8,44.28,1.96,7.0584,4.308,4.6764,3.504,1.704,0.4548,27.050840625,0,26.3351968597597,95.3342128408093,2510.64526263294
W19,Old-growth,SE,19.8111747407522,1.706,0.128370457209848,25.6955285714286,271.025952380952,0.3666,0.335626173236793,2.68251190842063,10.9,489.6,48.96,1.09,6.82714285714286,3.16428571428571,3.70571428571429,3.65285714285714,1.27142857142857,0.504285714285714,27.050840625,0,52.3600363611364,47.8148725212466,2503.58846381557
W21,Old-growth,C,8.05152979066022,1.542,0.116083009079118,27.584152173913,255.0307568438,0.3196,0.30964541344024,3.35108759855638,13.6,456.9,45.69,1.36,6.24,5.0064,4.8432,2.1156,2.9676,0.3912,26.7920323,0,39.1622177597101,76.9047619047621,3011.76103247295
W21,Old-growth,NW,20.1164596273292,3.7,0.0375675675675676,13.1427726190476,193.215714285714,0.4976,0.347569854303266,2.45243975129671,14.8,446.3,44.63,1.48,8.2596,6.5592,5.2716,3.2772,2.3136,0.3996,26.7920323,0,35.1520129621711,81.931216931217,2880.04719957259
W21,Old-growth,NE,9.12238325281804,2.356,0.0577249575551783,40.0822444444444,305.657407407407,0.2728,0.364914703851184,3.24550076144728,13.9,442,44.2,1.39,7.6548,5.5812,4.9224,3.2304,2.9364,0.4368,26.7920323,0,37.067431816412,70.3955716902147,2609.38305380438
W21,Old-growth,SW,24.8517786561265,1.569,0.206500956022945,13.5988295454545,214.285909090909,0.5162,0.223355304066658,1.73726487546844,18.6,435.7,43.57,1.86,6.9216,4.3848,4.1436,2.3496,2.1804,0.5544,26.7920323,0,27.3060979649575,74.2169140383427,2026.57432538781
W21,Old-growth,SE,12.116368286445,8.938,0.599462967106735,16.0291124801272,200.52066772655,0.41885,0.416609840266154,2.020203626877,10.2,408.8,40.88,1.02,4.84752475247525,5.64594059405941,3.40871287128713,1.77386138613861,0.917227722772277,0.384950495049505,26.7920323,0,46.7192372369431,58.6149581128751,2738.44613370889
W22,Old-growth,C,67.7363050483351,1.77,0.0531073446327684,36.9160164473684,442.685690789474,0.41365,0.186876447291536,2.26288612672764,11,406.2,40.62,1.1,17.4528,3.8508,6.732,1.7748,1.1856,0.354,19.48780975,0,43.0459465596851,68.7389023405971,2958.93111672475
W22,Old-growth,NW,57.5366988900823,2.592,0.033179012345679,15.7780833333333,254.083333333333,0.53195,0.264903566768637,1.83703245854181,16.1,428.6,42.86,1.61,8.1172277227722809,3.31128712871287,3.06772277227723,2.46891089108911,2.3239603960396,0.582178217821782,19.48780975,0,31.0321109220577,61.1762840136056,1898.42923130952
W22,Old-growth,NE,33.4156820622986,2.094,0.0348615090735435,31.9549380434783,337.126413043478,0.36075,0.252397223281882,2.44950304950234,12.4,435.8,43.58,1.24,6.8352,3.3468,3.0372,2.1708,1.2384,0.4524,19.48780975,0,40.9685477156133,60.6334470127572,2484.06426710426
W22,Old-growth,SW,25.7539453028175,5.134,0.171990650564862,20.143457977208,267.514814814815,0.44425,0.30560929719236,1.57485923371382,15.8,435,43.5,1.58,9.2292,5.5788,5.0664,1.746,1.572,0.3984,19.48780975,0,32.0935085740785,87.7305651176134,2815.58164381088
W22,Old-growth,SE,31.7689828968024,3.06,0.0754901960784314,16.75704,241.622923076923,0.4854,0.293146160198183,2.12370344027944,18.3,444.7,44.47,1.83,4.2624,4.7076,3.2832,3.2568,3.0864,0.456,19.48780975,0,28.3270316630494,88.7767857142859,2514.78281987233
W36,Old-growth,C,51.7767334487592,2.335,0.0197002141327623,15.3068534482759,202.14575596817,0.44915,0.341350195322158,2.41238767076182,15.6,412,41.2,1.56,11.406,7.0992,4.3404,2.6304,0.528,0.3372,19.607249175,7.5066982,30.7863105531716,102.341128622267,3150.70576812718
W36,Old-growth,NW,11.8151440640565,4.469,0.135824569254867,19.0637785204991,181.436720142602,0.3359,0.367423174936291,4.22912582700539,11.3,475,47.5,1.13,6.4656,4.8036,3.8712,3.7404,1.8108,0.378,19.607249175,7.5066982,49.0004642149241,66.1301965230539,3240.4103282538
W36,Old-growth,NE,23.2745461041281,5.754,0.209071949947862,23.5454836523126,236.66120414673,0.34345,0.41406889216167603,2.19659542063576,13.1,412.5,41.25,1.31,11.7372,5.0688,5.6244,4.2336,1.1268,0.318,19.607249175,7.5066982,36.7060528440041,91.1291554357592,3344.99159505444
W36,Old-growth,SW,57.3017148981779,2.861,0.0737504369101713,26.2218125,253.346875,0.33305,0.410799978906291,2.65168993085883,12.5,421.8,42.18,1.25,6.47151515151515,4.47878787878788,2.90181818181818,2.08484848484848,0.890909090909091,0.419393939393939,19.607249175,7.5066982,39.3352206494588,65.9327260528488,2593.47832730913
W36,Old-growth,SE,51.3550757923748,3.034,0.175016479894529,10.3550669642857,185.756473214286,0.58355,0.35880933226066,0.983110948706042,16.4,446.1,44.61,1.64,9.7212,5.9568,5.0616,7.6536,2.8512,0.3756,19.607249175,7.5066982,31.7083324871551,96.5898372128402,3062.70267322492
W56,Old-growth,C,104.331201334816,4.247,0.174711561101954,13.0784838362069,192.693857758621,0.4967,0.35238407664037,2.3872165610485,12.5,462.5,46.25,1.25,9.876,3.924,2.0544,1.8048,1.3368,0.306,16.73628695,0,43.1307243963364,90.3653127917834,3897.52140101114
W56,Old-growth,NW,122.612147177419,5.539,0.0904495396280917,18.514203125,221.559375,0.4182,0.36624059943613,2.84579007629357,14.5,457.3,45.73,1.45,9.4104,3.984,1.6536,0.3,2.4384,0.3948,16.73628695,0,36.7636165264577,81.246381531336,2986.91081478031
W56,Old-growth,NE,NA,5.634,0.0658501952431665,34.8095066312997,364.882957559682,0.35565,0.277319432221896,2.23208065118222,16.4,419,41.9,1.64,13.275,3.90125,2.825,1.87625,1.41625,0.32625,16.73628695,0,29.7820921589733,111.2004378763,3311.78168895014
W56,Old-growth,SW,149.627791563275,11.537,0.0576406344803675,12.2506538461538,214.485576923077,0.5806,0.283383283383283,2.39198411110257,17.8,451.5,45.15,1.78,10.9689795918367,5.02163265306122,2.91183673469388,0.334285714285714,2.40489795918367,0.397959183673469,16.73628695,0,29.5680565820618,98.9451794871793,2925.61666559918
W56,Old-growth,SE,121.954584040747,4.158,0.088985088985089,11.6660697368421,247.11210526315801,0.6998,0.203692068727803,1.44326607512527,14.9,456.4,45.64,1.49,9.96712871287129,4.20712871287129,2.6019801980198,0.424158415841584,3.09267326732673,0.443168316831683,16.73628695,0,35.7062626781933,74.3756431124727,2655.67624983351
